archivo,producto_id,nombre,tipo,estado,defecto,faena,url
dataset/dado_de_baja/525750_4.jpg,525750,"Eslinga Plana 2 Capas Ojo Ojo / 1.000 kg / 1,5 m / 30 mm",,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/8lnwkpxqft5j23g525750.jpg
dataset/dado_de_baja/525751_1.jpg,525751,Eslinga Plana 2 Capas Ojo Ojo / 2.000 kg / 2 m / 60 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/3qz4revnxsfkbdw525751.jpg
dataset/dado_de_baja/525751_2.jpg,525751,Eslinga Plana 2 Capas Ojo Ojo / 2.000 kg / 2 m / 60 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/y4vtw6k2ca85b7o525751.jpg
dataset/dado_de_baja/525751_3.jpg,525751,Eslinga Plana 2 Capas Ojo Ojo / 2.000 kg / 2 m / 60 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/ft5pxagbi6vs9rk525751.jpg
dataset/dado_de_baja/525751_4.jpg,525751,Eslinga Plana 2 Capas Ojo Ojo / 2.000 kg / 2 m / 60 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/qzf6ukec8ti957b525751.jpg
dataset/dado_de_baja/525751_5.jpg,525751,Eslinga Plana 2 Capas Ojo Ojo / 2.000 kg / 2 m / 60 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/qax29ep5ts6l0c7525751.jpg
dataset/dado_de_baja/525752_1.jpg,525752,CANCAMO MECANICO / M12,Eslinga Circular (Tubular) Estandar,Dado de baja,vastago oxidado,Coquimbo,https://doland.cl/files/imagenes_ipad/oza76gnt0x943ce525752.jpg
dataset/dado_de_baja/525752_2.jpg,525752,CANCAMO MECANICO / M12,Eslinga Circular (Tubular) Estandar,Dado de baja,vastago oxidado,Coquimbo,https://doland.cl/files/imagenes_ipad/k0uhgrl1nmiw75x525752.jpg
dataset/dado_de_baja/525752_3.jpg,525752,CANCAMO MECANICO / M12,Eslinga Circular (Tubular) Estandar,Dado de baja,vastago oxidado,Coquimbo,https://doland.cl/files/imagenes_ipad/iaflnry2pckh08e525752.jpg
dataset/dado_de_baja/525752_4.jpg,525752,CANCAMO MECANICO / M12,Eslinga Circular (Tubular) Estandar,Dado de baja,vastago oxidado,Coquimbo,https://doland.cl/files/imagenes_ipad/91ap5tn26j8wmvq525752.jpg
dataset/dado_de_baja/525753_1.jpg,525753,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 2 m / 90 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/axb7ufkn08isvoq525753.jpg
dataset/dado_de_baja/525753_2.jpg,525753,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 2 m / 90 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/zmrc6upqke8dv0h525753.jpg
dataset/dado_de_baja/525753_3.jpg,525753,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 2 m / 90 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/9k0hd1j74cquytr525753.jpg
dataset/dado_de_baja/525753_4.jpg,525753,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 2 m / 90 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/spxfw1odt2h06n9525753.jpg
dataset/dado_de_baja/525753_5.jpg,525753,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 2 m / 90 mm,,Dado de baja,,Coquimbo,https://doland.cl/files/imagenes_ipad/wnjvsf1b2g8ke5i525753.jpg
dataset/dado_de_baja/525746_1.jpg,525746,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 3 m / 90 mm,,Dado de baja,PAÑOL,Coquimbo,https://doland.cl/files/imagenes_ipad/ydzpo1tqci7xj8u525746.jpg
dataset/dado_de_baja/525746_2.jpg,525746,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 3 m / 90 mm,,Dado de baja,PAÑOL,Coquimbo,https://doland.cl/files/imagenes_ipad/jsu0lbv1qzim6on525746.jpg
dataset/dado_de_baja/525746_3.jpg,525746,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 3 m / 90 mm,,Dado de baja,PAÑOL,Coquimbo,https://doland.cl/files/imagenes_ipad/z4k19esqnfviyu8525746.jpg
dataset/dado_de_baja/525746_4.jpg,525746,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 3 m / 90 mm,,Dado de baja,PAÑOL,Coquimbo,https://doland.cl/files/imagenes_ipad/e5xplfmkydqhurb525746.jpg
dataset/dado_de_baja/525746_5.jpg,525746,Eslinga Plana 2 Capas Ojo Ojo / 3.000 kg / 3 m / 90 mm,,Dado de baja,PAÑOL,Coquimbo,https://doland.cl/files/imagenes_ipad/8fsilgreq6x9zyb525746.jpg
dataset/conforme/525741_1.jpg,525741,Eslinga Plana 2 Capas Ojo Ojo / 1.000 kg / 3 m / 30 mm,,Conforme,,Ministro Hales Palas y Perfos,https://doland.cl/files/imagenes_ipad/qfmu3y7anjeglzk525741.jpg
dataset/conforme/525741_2.jpg,525741,Eslinga Plana 2 Capas Ojo Ojo / 1.000 kg / 3 m / 30 mm,,Conforme,,Ministro Hales Palas y Perfos,https://doland.cl/files/imagenes_ipad/4efnjkxt5zg9pum525741.jpg
dataset/conforme/525741_3.jpg,525741,Eslinga Plana 2 Capas Ojo Ojo / 1.000 kg / 3 m / 30 mm,,Conforme,,Ministro Hales Palas y Perfos,https://doland.cl/files/imagenes_ipad/rtfnw7cqs9ahzd4525741.jpg
dataset/conforme/525742_1.jpg,525742,Eslinga Plana 2 Capas Ojo Ojo / 2.000 kg / 3 m / 60 mm,,Conforme,,Ministro Hales Palas y Perfos,https://doland.cl/files/imagenes_ipad/oxbs28em0nvgi63525742.jpg
dataset/conforme/525742_2.jpg,525742,Eslinga Plana 2 Capas Ojo Ojo / 2.000 kg / 3 m / 60 mm,,Conforme,,Ministro Hales Palas y Perfos,https://doland.cl/files/imagenes_ipad/e9xhirckfwyvm07525742.jpg
dataset/conforme/525742_3.jpg,525742,Eslinga Plana 2 Capas Ojo Ojo / 2.000 kg / 3 m / 60 mm,,Conforme,,Ministro Hales Palas y Perfos,https://doland.cl/files/imagenes_ipad/158cwr3ag4ys26v525742.jpg
